Code	用户提示信息（医生、技师）	英文	Severity	Software Recoverable	上传至远程平台	服务提示报错信息	服务提示解决措施	报错子部件	服务提示解决措施--改进	Unnamed: 10
0x0000FFF8	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	SCU PCIE_END报错, DSE数据包格式错误中断	1.重启系统  2.请检查SCU PCIE_END光纤是否插紧  3.请检查SCU PCIE_END X1光模块是否插紧 4. 检查SCU PCIE_END固件是否最新 5.如以上措施无效，更换PCIE_END板卡	SCU PCIE_END	1.重启系统  2.请检查SCU PCIE_END光纤是否插紧  3.请检查SCU PCIE_END X1光模块是否插紧 4. 检查SCU PCIE_END固件是否最新 5.如以上措施无效，更换PCIE_END板卡	
0x0000FFFF	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	SCU PCIE_END报错, 其他中断	1.重启系统  2.请检查SCU PCIE_END光纤是否插紧  3.请检查SCU PCIE_END X1光模块是否插紧 4. 检查SCU PCIE_END固件是否最新 5.如以上措施无效，更换PCIE_END板卡	SCU PCIE_END	1.重启系统  2.请检查SCU PCIE_END光纤是否插紧  3.请检查SCU PCIE_END X1光模块是否插紧 4. 检查SCU PCIE_END固件是否最新 5.如以上措施无效，更换PCIE_END板卡	
0x010001F4	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	Host PCIE_END报错, 固件更新错误	1.重启系统  2.请检查SCU PCIE_END光纤是否插紧  3.请检查SCU PCIE_END X1光模块是否插紧 4. 检查SCU PCIE_END固件是否最新 5.如以上措施无效，更换PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查SCU PCIE_END光纤是否插紧  3.请检查SCU PCIE_END X1光模块是否插紧 4. 检查SCU PCIE_END固件是否最新 5.如以上措施无效，更换PCIE_END板卡	
0x010001F5	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	Host PCIE_END报错, 固件更新缓存错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	
0x010001F6	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	Host PCIE_END报错, 固件更新校验错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	
0x010001F7	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	Host PCIE_END报错, 固件更新超时错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	
0x010001F8	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	Host PCIE_END报错, 固件更新编程错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	
0x010001F9	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	Host PCIE_END报错, 固件更新擦除错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	
0x010001FA	固件更新错误，请重试，若问题未能解决请联系服务工程师	Firmware update error，Retry or contact the service engineer	Error	Yes	Yes	Host PCIE_END报错, 固件更新ID错误	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1. 重启系统 2. 更新Neubin软件版本至最新版本，再次尝试固件更新  3. 如以上措施无效，更换HOST PCIE_END板卡	
0x010103E8	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, 光纤发送错误	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	
0x010103E9	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, 光纤接收错误	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	
0x010103EA	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, 光纤发送错误	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	
0x010103EB	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, 光纤发送错误	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	
0x010103EC	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, 光纤连接丢失	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	
0x010103ED	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, 光纤发送错误	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	
0x010103EE	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, 光纤发送错误	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	
0x010103EF	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, 外部锁相环失锁	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	Host PCIE_END	1.重启系统  2.请检查HOST PCIE_END光纤是否损坏或光纤接头是否插紧  3.请检查HOST PCIE_END X1光模块往内推是否插紧 4. 检查HOST PCIE_END固件是否最新，如不是最新版本，更新固件版本  5.如以上措施无效，更换HOST PCIE_END板卡	
0x010103F0	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	Host PCIE_END	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x010103F1	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	Host PCIE_END	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x010103F2	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	Host PCIE_END	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x010103F3	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, etimer数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	Host PCIE_END	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x010103F4	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, etimer缓冲为空	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	Host PCIE_END	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x010103F5	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, etimer缓冲为满	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	Host PCIE_END	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x010103F6	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, etimer status错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	Host PCIE_END	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
0x010103F7	谱仪错误，重启系统，若问题未能解决请联系服务工程师	Spectromter error. Restart the system or contact the service engineer	Error	No	Yes	Host PCIE_END报错, cmd数据包错误	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	Host PCIE_END	1.重启系统  2.请检查Neubin软件或序列是否最新版本，是否有patch改动，如异常请使用已发布正式软件版本  3.请检查谱仪固件是否最新版本，如不是最新版本，更新固件版本 	
